content,label
 budgets/.,-1
 quotations based.,-1
 on client requirements..,-1
 Responsible for entire sales cycle from market research for prospective clients to final.,-1
 negotiation   sales.,-1
 closure..,-1
 Worked on mapping commercials to increase the profits and resources planning/ utilization..,-1
 Leading and coordinating a team of business analysts,-1
 developers and testers for execution.,-1
 of multiple projects..,-1
 Developed strategies and generated business for the firm by building corporate relationships.,-1
 with client.. .,-1
 Senior System Engineer.,-1
 Infosys Limited -.,-1
 August 2008 to April 2013. .,-1
 Worked as a quality analyst for client  performed system testing for their customer web portal.,-1
 having modules.,-1
 like Dashboard,-1
 Billing,-1
 Shop,-1
 Payments,-1
 Login etc..,-1
 Led a team of three system engineers  identified competency gap and conducted knowledge.,-1
 sharing sessions.,-1
 for new team members..,-1
 Communicated with the client team members on frequent basis for understanding their issues.,-1
 and bringing.,-1
 action items to closure..,-1
 Independently handled the responsibility for designing manual test cases and executing them..,-1
 Worked on client s merger Integration application as a Developer which involved migration from.,-1
 lower framework.,-1
 to higher framework..,-1
 Responsible for migrating the part of application developed in dot net from lower version to.,-1
 higher version..,-1
 Developed the internal portals on Dot Net platform for Infosys team members..,-1
 Completed the assigned tasks as per the timelines and ensured that the given tasks are.,-1
 completed with compliance to the benchmarks.. .,-1
 https://www.indeed.com/r/Avin-Sharma/3ad8a8b57a172613 isid rex-download ikw download-top co IN.,-1
 Received STAR Certification for showcasing outstanding Soft Skills on  Business   interpersonal.,-1
 communication.,-1
 for Client delight.. .,-1
 Guru Nanak Dev University.,-1
 Amritsar,-1
 Punjab -.,-1
 July 2004 to June 2008. .,-1
 EDUCATION.,-1
 Great Lakes Institute of Management -  Chennai,-1
 Tamil Nadu.,-1
 April 2014 to April 2015. .,-1
 SKILLS.,-1
 Requirement Analysis (Less than 1 year),-1
 Sales support (Less than 1 year),-1
 Test Planning (Less.,-1
 than 1 year).,-1
 ADDITIONAL INFORMATION.,-1
 Skills.,-1
 Bid management,-1
 Sales support,-1
 Requirement Analysis,-1
 Test Planning and Test execution,-1
Ayesha B.,-1
 Team member - Oracle.,-1
 Bangalore,-1
 Karnataka - Email me on Indeed: indeed.com/r/Ayesha-B/b2985be284dee3d6.,-1
 Seeking a position to utilise my skills and abilities in the industry that offers professional growth.,-1
 while being innovative,-1
 flexible and also to explore myself and utilise my potential to the growth.,-1
 of the company.. .,-1
 WORK EXPERIENCE.,-1
 Team member.,-1
 Oracle -  Bangalore,-1
 Karnataka -.,-1
 August 2012 to Present.,-1
 Nature of duties:.,-1
 Developed and deployed Oracle forms in FLEXCUBE CORPORATE.. - I have developed Oracle Forms and deployed the same in application server,-1
 which is used as.,-1
 front end by the bank users..,-1
 Necessary coding changes of project are done in PL/SQL developer.. - Necessary Procedures and Functions are defined as part of the project..     Was part of Internal Unit Testing and Unit Testing.. - I have prepared Test cases for forms and tested the same and was part of Internal Unit Testing..,-1
 Documentation.. - I have prepared Functional Specification,-1
 Desgin Specification and Project specification.,-1
 documentation..,-1
 Installed and worked on FLEXML..,-1
 Exported and Imported schemas.. .,-1
 EDUCATION.,-1
 B.E.,-1
 in CSE.,-1
 Atria Institute of Technology -  Bangalore,-1
 Karnataka.,-1
 2012. .,-1
 Pre University Education -  Bangalore,-1
 Karnataka.,-1
 2008. .,-1
 C.B.S.E.. .,-1
 Sindhi High School -  Bangalore,-1
 Karnataka.,-1
 2006. .,-1
 https://www.indeed.com/r/Ayesha-B/b2985be284dee3d6 isid rex-download ikw download-top co IN.,-1
 ADDITIONAL INFORMATION.,-1
 SOFT SKILLS.,-1
 * Sincere and Hardworking in nature.,-1
 * Highly Dedicated towards work.,-1
 * Efficient Individual and Team Player.,-1
 * Goal Oriented   Self Motivated.,2
 IT Literacy,-1
Ayushi Srivastava.,-1
 Senior Analyst - Cisco.,-1
 New Delhi,-1
 Delhi - Email me on Indeed: indeed.com/r/Ayushi-Srivastava/2bf1c4b058984738.,-1
 IT Professional with an experience of 1year and 10 months (22 months) .,-1
 I am looking forward to.,-1
 work in a competitive environment and enhance my skills of networking and work towards the.,-1
 growth of the organization.. .,-1
 Willing to relocate: Anywhere.,-1
 WORK EXPERIENCE.,-1
 Senior Analyst.,-1
 Cisco -.,-1
 2016 to Present.,-1
 Working in the network Voip team as a tier2 engineer.. CCNA Certified..,-1
 Knowledge of PBx,-1
 telephone issue troubleshooting..,-1
 Perform troubleshooting on all endpoints and have direct interaction with customers.,-1
 Managing all the Cisco,-1
 Tandberg and Polycom telepresence endpoints..,-1
 Working on TMS (Telepresence Management Suit),-1
 VCS (Video communication Server) and CUCM.,-1
 (Cisco unified call manager).,-1
 Having knowledge about network protocols like SIP,-1
 SCCP and H.323..,-1
 Experience of configuration and troubleshooting Cisco routers and switches..,-1
 Experience of using RTMT tool for monitoring of CUCM and taking logs.. .,-1
 EDUCATION.,-1
 B.Tech.,-1
 HMR Institute of Technology and Management in Electronics and Communication.,-1
 2012 to 2016. .,-1
 Senior Secondary.,-1
 2012. .,-1
 Sumermal Jain Public School.,-1
 2010. .,-1
 SKILLS.,-1
 CSS (Less than 1 year),5
 DHCP (Less than 1 year),-1
 HSRP.,-1
 (Less than 1 year),-1
 routing protocols.. (Less than 1 year),-1
 Voip (2 years).,-1
 https://www.indeed.com/r/Ayushi-Srivastava/2bf1c4b058984738 isid rex-download ikw download-top co IN.,-1
 ADDITIONAL INFORMATION.,-1
 TECHNICAL KNOWLEDGE.,-1
 Have knowledge of configuration of routers,-1
 switches,-1
 routing protocols..,-1
 Knowledge of cucm including Call Search Space (CSS),-1
 Partitions and device registration..,-1
 Knowledge of VLAN,-1
 port-securities,-1
 STP,-1
 ACL and protocols including HSRP..,-1
 Knowledge of Subnetting,-1
 VLAN Tagging,-1
 DHCP.,-1
 AREA OF INTEREST.,-1
 Work in the networks team and explore more in VoIP domain..,-1
 Gaining more knowledge about CUCM,-1
 routers and switching..     Gain more experience on managing the gateways.. .,-1
 KEY STRENGTHS.,-1
 Adaptive towards location changes..,-1
 Determination to work hard and learn new technologies..     Open to work in any shift.,-1
Bhawana Daf.,-1
 Pune,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Bhawana-Daf/d9ddb6a54519d583.,-1
 Seeking a career in preschool where I can utilize my teaching background strongly ,-1
in nurturing.,-1
 young minds ,-1
demonstrating quality teaching skills.. .,-1
 Willing to relocate to: Viman Nagar,-1
 Maharashtra - Vadgaonsheri - Kharadi,-1
 Maharashtra.,-1
 WORK EXPERIENCE.,-1
 Preschool Teacher.,-1
 Pune,-1
 Maharashtra -.,-1
 2015 to 2018. .,-1
 Class teacher.,-1
 Data Entry and Discrepancy Management.,-1
 Oracle Clinical.,-1
 4.6).,-1
 Knowledge of clinical trial data like Demographic Data,-1
 Adverse Events (AE),-1
 Serious Adverse.,-1
 Events (SAE),-1
 Laboratory Data (Lab Data) etc.. .,-1
 EDUCATION.,-1
 B. Sc.,-1
 in Biology.,-1
 Government Science College -  Pandhurna,-1
 Madhya Pradesh.,-1
 H.S.C.,-1
 R.D.H.S.,-1
 School -  Chhindwara,-1
 Madhya Pradesh.,-1
 Post Graduate Diploma in Clinical Data Management.,-1
 R.D.H.S.,-1
 School -  Chhindwara,-1
 Madhya Pradesh.,-1
 SKILLS.,-1
 Teaching (3 years).,-1
 ADDITIONAL INFORMATION.,-1
 SKILLS:.,-1
 Perform all functions related to Data Entry like First Pass and Second Pass Data Entry,-1
 review.,-1
 of Data Entry,-1
 and database update.,2
 Well versed in reading hand written patient documents.. .,-1
 https://www.indeed.com/r/Bhawana-Daf/d9ddb6a54519d583 isid rex-download ikw download-top co IN.,-1
 Review,-1
 analyze,-1
 and validate clinical trial data to ensure consistency,-1
 integrity and accuracy.,-1
 based on project specific guidelines.. .,-1
 Maintain clinical trial data accuracy through review of case report forms for completeness and.,-1
 consistency.. .,-1
 Query data inconsistencies and revise case report forms in compliance with standard operating.,-1
 procedures,-1
 client guidelines and regulatory agency guidelines.,-1
Darshan G.. Financial Analyst - Oracle.,-1
 Bengaluru,-1
 Karnataka - Email me on Indeed: indeed.com/r/Darshan-G/025a61a82c6a8c5a.,-1
 Hard worker,-1
 Patience and Good commitment.. .,-1
 I here by declare that the above-furnished details are true up to my knowledge.. .,-1
 Place: Bangalore (Darshan M G).,-1
 Date: Signature.,-1
 WORK EXPERIENCE.,-1
 Financial Analyst.,-1
 Oracle -.,-1
 June 2015 to Present.,-1
 Roles and responsibilities:.,-1
 Auditing.,-1
 (As per T   E claims).,-1
 Catalogues (Export   import activity).,-1
 Payment validation..     Fall back audits..     Manual expenses (Inactive employees).,-1
 Handing queries.,-1
 (E-mails).,-1
 Invoice processing.,-1
 Handing payment queries..,-1
 Fringe benefit tax.. .,-1
 Carrier Achievements .,-1
 Received Numerous Monthly and Quarterly awards for completing assigned task on time..,-1
 Received numerous appreciation emails from Vendors for making On Time Payment..,-1
 Received appreciations emails from Supervisor for knowing End-to-End process and first point.,-1
 of contact person for any escalation..,-1
 Submitted Innovative ideas to improve the process efficiency and nominated for Internal Award.. .,-1
 Process associate.,-1
 Accenture -.,-1
 February 2014 to May 2015. .,-1
 Roles   Responsibility .,-1
 Invoice backlog..,-1
 Overall hold summary..     Payment rejections..     Requiting backlog report.. .,-1
 https://www.indeed.com/r/Darshan-G/025a61a82c6a8c5a isid rex-download ikw download-top co IN.,-1
 PO stuck..,-1
 Expense hold..     Bank details invalid..,-1
 Schedule payment hold..     Work flow..     Daily report status..,-1
 Dash board update.,-1
 EDUCATION.,-1
 MBA in Finance.,-1
 Adhichunchanagiri Institute Of Technology -  Chikmagalur,-1
 Karnataka.,-1
 2013. .,-1
 B B M in Education.,-1
 I D S G GOVT.,-1
 College -  Chikmagalur,-1
 Karnataka.,-1
 2010. .,-1
 University / Board.,-1
 SKILLS.,-1
 Excel (Less than 1 year),5
 MS Excel (Less than 1 year),5
 Tally (Less than 1 year).,-1
 ADDITIONAL INFORMATION.,-1
 Technical Skills: Oracle application (Rx11)   Cloud application.. .,-1
 Computer skills: MS Excel,2
 Tally.,-1
 Project:.,-1
 Project Title: Education loan scheme in credited system.. Company name: Corporation bank,2
 Bangalore.,-1
 Team size: 1,-1
Dhanushkodi Raj.,-1
 Technology Analyst - Infosys Limited.,-1
 Chennai,-1
 Tamil Nadu - Email me on Indeed: indeed.com/r/Dhanushkodi-Raj/cf31bbac6c5a5d29.,-1
 A highly competent and results oriented Senior Automation Test Analyst with 9+ years of.,-1
 experience in Software Testing,-1
 Selenium Automation,-1
 Development,-1
 JAVA web projects,2
 Team.,-1
 leading   training,-1
 Client facing.,-1
 Proven ability in Selenium WebDriver Automated testing  .,-1
 Frameworks,-1
 Page Objects   Hybrid Frameworks,-1
 TDD,-1
 Gherkin language (BDD),-1
 Web testing,-1
.,-1
 Functional testing,-1
 Performance   Load testing.,-1
 Excellent experience in each phase of Test.,-1
 Life Cycle,-1
 Test strategies   Test plans,-1
 UAT.,-1
 Solid experience of Software Development Life.,-1
 Cycles,-1
 Selenium WebDriver,-1
 Cucumber,2
 JAVA,2
 JUnit,2
 Web Applications,-1
 JIRA,2
 Maven,2
 SQL,2
 AGILE.,-1
 Methodologies,-1
 Scrum,-1
 LoadRunner,-1
 E-commerce/Financial domains,-1
 Automation   Testing tools.. .,-1
 Excellent experience in automation of Web-based,-1
 Highly transactional and large Client/Server/.,-1
 Multi-tier applications.,-1
 Proven ability in writing Selenium Webdriver using JAVA,-1
 TestNG,-1
 JUnit,2
 and Leading JAVA projects.,2
 automation.,-1
 Expertise on Manual testing of the applications.,-1
 Solid experience on Selenium using Cucumber automation.,2
 Solid experience of AGILE Methodologies,-1
 AGILE Manifesto and Scrum processes.,-1
 Solid experience of Defect/Test Management tools like JIRA,-1
 QualityCenter..,-1
 Proven skills in SQL,2
 RDBMS and UNIX variant like LINUX.,-1
 Expertise in writing SQL Queries,2
 SQL Scripts and performing Database testing.,2
 Proven skills in Leading and training teams,-1
 Test Management and Meeting the deadlines.,-1
 Strong communication   interaction with Clients,-1
 Developers,-1
 Business Analysts,-1
 Management.,-1
 Strong experience of E-commerce,-1
 Financial,-1
 Banking,-1
 Insurance,-1
 Trading and Telecom domains.,-1
 Proven ability in Windows/UNIX Commands,-1
 Scripts and testing on Windows/UNIX platforms.,-1
 Proven ability in Working individually or as a part of team,-1
 Problem solving,-1
 Process.,-1
 improvement activities,-1
 Analytical skills,-1
 Reporting and Assisting to Manager.,-1
 WORK EXPERIENCE.,-1
 Technology Analyst.,-1
 Infosys Limited -.,-1
 June 2015 to Present.,-1
 Project: Video Banking testing and Web Application testing for Barclays Bank.,-1
 Barclays Bank is one of the leading banks in the UK.,-1
 Video Banking feature Barclays Video Banking.,-1
 lets you have a secure,-1
 confidential conversation with us.,-1
 It s a convenient alternative to visiting.,-1
 a branch.,-1
 Talk about account services  Ask mortgage-related questions  Have appointments with.,-1
 your Relationship Manager..,-1
 Achievements:.,-1
 Won Barclays Best Agile award for the year 2016.,-1
 Saved 30  time and cost of testing by automation using Selenium WebDriver,-1
 JAVA,2
 Cucumber.,-1
 Increased productivity by 20  by effectively training,-1
 leading and managing the AGILE.,-1
